Object,Neighbor,Distance
1,31,9.862198
1,69,14.537868
1,76,10.236486
2,7,8.446841
2,45,12.700357
3,18,12.1446295
3,19,7.071068
3,65,10.071657
3,88,12.665713
4,96,12.718417
5,54,13.930504
5,108,13.708417
6,35,11.705492
6,63,6.512717
7,81,10.656515
8,44,8.718885
9,83,11.997304
10,58,5.5082355
10,68,7.8272867
10,79,14.754329
11,19,9.601334
11,40,14.254277
11,52,4.9700503
11,65,10.665285
11,66,7.3263636
11,89,13.897123
12,85,10.394473
12,90,12.601347
13,67,5.9790015
13,77,9.64085
13,107,13.891316
14,99,12.160529
15,39,9.565044
15,100,12.92168
16,26,10.03746
16,111,14.140156
17,57,6.4933248
18,84,10.616394
18,88,14.750777
19,52,8.709651
19,65,5.744025
19,88,14.763427
20,70,8.634322
21,42,9.5293665
21,80,13.949318
21,98,13.787315
23,61,10.007706
24,47,6.238277
25,115,13.475702
26,39,14.455403
26,62,8.390708
27,55,11.906072
28,43,13.356921
28,86,9.539189
29,114,14.378825
30,31,14.366932
30,69,13.429587
30,71,8.496009
31,69,6.402464
31,71,10.97909
31,76,9.958224
32,50,12.262851
32,103,13.954291
33,42,9.510871
33,80,11.647848
33,121,14.084479
38,51,14.338447
38,87,9.424747
39,62,7.898326
39,100,10.575624
39,116,13.657337
40,66,9.793428
40,89,9.891541
41,53,13.654845
41,77,14.990072
41,91,11.369335
42,80,7.407665
42,121,14.315902
43,61,11.897498
44,57,12.724025
44,112,11.080844
45,56,11.129289
46,54,8.259466
48,90,13.32608
48,102,8.658606
49,74,11.879275
50,92,7.5751934
50,103,10.667302
52,65,6.977919
52,66,7.128698
52,89,12.73471
53,91,8.408805
54,108,13.718628
55,72,14.163598
55,124,11.708248
57,109,9.871417
58,68,8.528199
58,79,14.796716
58,119,10.078903
58,123,14.981672
59,97,10.478317
62,100,12.880832
62,116,9.436864
63,128,12.170727
64,94,12.721553
65,66,13.940139
65,88,11.367014
66,89,6.5762434
67,77,6.6027026
67,107,8.437183
67,130,12.42986
68,79,6.940885
68,113,11.627793
68,119,13.043553
68,123,10.669485
69,71,6.553183
