Object,Neighbor,Distance
1,2,5.0461717
1,76,5.81604
1,122,13.895154
2,14,11.666225
2,76,7.4618697
2,122,12.060258
3,37,14.084106
4,44,11.173957
4,89,8.421068
4,123,13.920103
5,79,11.246373
5,119,10.860892
6,40,13.987833
6,50,9.223772
6,139,13.207153
7,8,6.785071
7,127,12.359599
8,26,13.438938
8,82,12.889223
8,127,11.560751
9,26,7.7923484
9,82,11.731794
9,88,6.888589
9,96,9.329821
9,115,12.601939
10,59,5.459526
11,12,11.044874
11,42,9.990903
11,116,13.74019
13,29,11.765579
13,67,14.921044
13,91,14.257107
13,117,13.058984
14,77,8.731371
14,113,10.623815
14,122,14.311531
15,36,14.454595
15,68,9.169374
15,83,7.7461185
16,45,8.6927
16,72,12.974967
16,78,4.9325733
16,99,12.832826
16,141,11.607086
17,69,13.111026
17,90,7.3820457
17,92,14.952461
18,19,6.1424503
18,32,11.155686
18,70,4.9201617
19,70,4.2758365
20,61,13.355636
20,94,9.142693
20,102,9.617692
20,126,13.72953
21,22,11.068549
21,58,4.6421447
21,71,6.0052214
21,85,12.638206
21,103,10.673313
21,112,9.355487
21,146,14.234464
22,71,7.7458057
22,112,13.974822
22,138,11.874189
22,146,14.745857
23,24,9.833039
23,143,14.152083
24,153,14.33041
25,196,14.579388
26,82,6.4232187
26,88,11.578893
26,96,8.395687
26,140,12.824592
27,62,6.9245253
27,75,4.4819913
28,42,14.861923
29,91,6.7340345
29,117,11.578211
30,36,14.206105
30,37,13.9784355
30,84,5.8963294
30,108,11.975217
30,136,12.765567
31,69,7.124365
31,120,11.611998
33,39,13.434681
33,80,13.178804
33,97,7.9306393
33,110,11.551245
34,81,8.181167
34,145,13.69741
35,58,11.969797
35,74,5.4176145
35,85,6.6512113
35,103,11.647734
36,83,10.540003
36,108,10.106038
36,156,13.807997
37,84,11.73176
37,131,10.706976
37,136,12.484472
38,109,8.1686125
38,152,14.53765
39,47,8.900668
39,110,10.521114
39,133,11.868998
40,66,10.733702
40,121,11.082205
41,51,8.09507
41,147,12.893041
42,116,9.408088
44,89,12.067246
44,98,6.910721
44,123,10.421657
45,78,7.9014716
45,99,8.050676
45,141,13.820073
46,105,7.248824
47,133,9.43553
48,100,10.548758
48,128,10.206946
49,87,9.1227865
49,106,8.039044
50,87,14.952172
