Object,CD66b,CD20,CD28,CD16,CD163,CD11b,CD45,CD4,CD31,CD279,CD68,Foxp3,CK7,Ki67,CD8,Collagen,CD3,CD138,HLADR,GranzymeB,Ir191,Ir193
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.8125,0.0,0.625,0.0,0.0,15.6875,31.375
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.894736842105263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.263157894736842,0.0,0.0,0.0,0.0,16.31578947368421,28.42105263157895
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.2631578947368425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.473684210526315,0.0,0.0,0.0,0.0,18.94736842105263,30.157894736842106
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,1.25,0.0,0.0,7.55,13.8
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.625,0.0,8.125,0.0,0.0,16.75,25.6875
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.380952380952381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.857142857142857,0.0,0.19047619047619047,0.0,0.0,13.285714285714286,23.095238095238095
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4444444444444446,0.0,0.28888888888888886,0.0,0.0,13.955555555555556,24.244444444444444
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.2,0.0,0.0,0.0,0.0,23.64,33.76
9,0.0,0.0,0.0,0.2619047619047619,1.0,0.0,0.0,0.0,0.0,0.0,0.30952380952380953,0.0,0.0,0.0,0.0,5.690476190476191,0.0,2.880952380952381,0.7142857142857143,0.0,10.928571428571429,20.30952380952381
10,0.0,0.0,0.0,0.8536585365853658,0.0,0.0,0.0,1.4878048780487805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.829268292682926,0.0,6.536585365853658,1.048780487804878,0.0,12.341463414634147,21.26829268292683
11,0.0,0.0,0.0,1.0786516853932584,2.9101123595505616,0.0,0.0,0.9775280898876404,0.0,0.0,13.168539325842696,0.0,0.0,0.0,4.606741573033708,18.415730337078653,0.0,5.044943820224719,15.382022471910112,0.0,23.60674157303371,43.146067415730336
12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.779220779220779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.064935064935065,0.0,0.8571428571428571,1.1688311688311688,0.0,32.03896103896104,57.324675324675326
13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.173913043478262,0.0,0.0,0.0,0.0,0.0,0.0,1.191304347826087,36.12173913043478,0.0,0.5304347826086957,0.0,0.0,21.408695652173915,39.11304347826087
14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.903954802259886,0.0,0.0,0.0,0.0,0.0,0.0,1.536723163841808,47.994350282485875,0.0,0.9491525423728814,0.0,0.0,21.15819209039548,37.67231638418079
15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.514285714285714,0.0,1.042857142857143,0.1,0.0,36.77142857142857,64.62857142857143
16,0.0,0.0,0.0,0.30864197530864196,1.0123456790123457,0.0,0.0,1.0246913580246915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.814814814814815,0.0,2.8518518518518516,0.41975308641975306,0.0,9.17283950617284,16.469135802469136
17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4482758620689655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7586206896551724,0.0,0.41379310344827586,0.0,0.0,13.275862068965518,21.655172413793103
18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1326530612244898,0.0,1.1938775510204083,0.4387755102040816,0.0,23.918367346938776,40.5
19,0.0,0.0,0.0,3.1710526315789473,19.80263157894737,0.0,0.0,0.0,0.0,0.0,27.486842105263158,0.0,0.0,0.0,0.0,8.31578947368421,0.0,1.0921052631578947,16.723684210526315,0.0,15.25,25.93421052631579
20,0.0,0.0,0.0,1.2571428571428571,1.1285714285714286,0.0,0.0,0.4,0.0,0.0,6.285714285714286,0.0,0.0,0.0,0.0,17.52857142857143,0.0,4.6,16.985714285714284,0.0,17.84285714285714,30.32857142857143
21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11363636363636363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9090909090909091,0.0,0.3181818181818182,0.0,0.0,12.113636363636363,19.522727272727273
22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21794871794871795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.371794871794872,0.0,0.4358974358974359,0.34615384615384615,0.0,29.91025641025641,51.0
23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5660377358490566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3773584905660377,0.0,0.33962264150943394,0.0,0.0,13.0,21.433962264150942
24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.488372093023256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7286821705426356,0.0,0.3333333333333333,0.20155038759689922,0.0,17.31782945736434,30.767441860465116
25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.551724137931034,0.0,0.0,0.0,0.0,0.0,0.0,1.3103448275862069,6.413793103448276,0.0,0.7241379310344828,0.0,0.0,14.137931034482758,25.275862068965516
26,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.15151515151515152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.97979797979798,0.0,0.696969696969697,0.13131313131313133,0.0,21.535353535353536,38.676767676767675
27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15853658536585366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.195121951219512,0.0,0.32926829268292684,0.0,0.0,25.329268292682926,44.829268292682926
28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.785714285714286,0.0,0.6428571428571429,1.2142857142857142,0.0,7.178571428571429,16.821428571428573
29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2710280373831775,0.0,0.0,0.0,0.0,0.0,0.0,0.056074766355140186,25.66355140186916,0.0,3.4018691588785046,0.7476635514018691,0.0,22.50467289719626,40.429906542056074
30,1.0206185567010309,0.0,0.0,1.0103092783505154,0.7525773195876289,0.0,0.0,1.5154639175257731,0.0,0.31958762886597936,0.0,0.0,0.0,0.0,0.0,39.103092783505154,0.0,7.515463917525773,1.5876288659793814,0.0,30.38144329896907,51.36082474226804
31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08791208791208792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.153846153846154,0.0,1.2637362637362637,0.0,0.0,26.747252747252748,48.62637362637363
32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4782608695652174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4927536231884058,0.0,0.6521739130434783,2.7246376811594204,0.0,39.01449275362319,63.7536231884058
33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2244897959183674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2653061224489797,0.0,0.41836734693877553,0.37755102040816324,0.0,24.53061224489796,42.90816326530612
34,0.4166666666666667,0.0,0.0,9.916666666666666,12.25,0.0,0.0,0.23333333333333334,0.0,0.0,19.283333333333335,0.0,0.0,0.0,0.7166666666666667,14.65,0.0,0.6166666666666667,118.55,0.0,7.983333333333333,16.4
35,0.0,0.0,0.0,11.64102564102564,7.256410256410256,0.0,0.0,0.0,0.0,0.0,8.153846153846153,0.0,0.0,0.0,0.0,10.0,0.0,0.358974358974359,22.0,0.0,19.487179487179485,34.84615384615385
36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.5,0.0,1.2333333333333334,0.06666666666666667,0.0,7.633333333333334,13.2
37,0.3076923076923077,0.0,0.0,22.307692307692307,23.23076923076923,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,139.0,0.0,3.923076923076923,10.076923076923077
38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.1875,0.0,0.0,0.0,0.0,0.0,0.0,0.453125,9.71875,0.0,1.03125,0.0,0.0,12.609375,22.84375
39,0.0,0.0,0.0,0.16129032258064516,0.03225806451612903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.951612903225808,0.0,8.387096774193548,1.967741935483871,0.0,28.322580645161292,47.306451612903224
40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4186046511627907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27906976744186046,0.0,0.0,13.813953488372093,24.348837209302324
41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38461538461538464,6.0,0.0,0.0,0.0,0.0,12.76923076923077,21.46153846153846
42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3793103448275862,0.0,0.6206896551724138,0.0,0.0,19.17241379310345,32.63793103448276
43,0.0,0.0,0.0,0.15748031496062992,0.1968503937007874,0.0,0.0,0.3858267716535433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5669291338582676,0.0,1.4173228346456692,0.14960629921259844,0.0,17.0,30.078740157480315
44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8125,0.0,0.1875,0.0,0.0,6.65625,13.75
45,0.0,0.0,0.0,0.13541666666666666,0.14583333333333334,0.0,0.0,0.13541666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.25,6.96875,0.0,1.40625,0.5,0.0,28.09375,50.15625
46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,9.541666666666666,15.166666666666666
47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5454545454545454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.878787878787879,0.0,0.30303030303030304,2.0,0.0,8.757575757575758,18.848484848484848
48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.25,0.0,0.75,0.0,0.0,7.25,12.0
49,0.23595505617977527,0.0,0.0,2.595505617977528,4.044943820224719,0.0,0.0,1.0561797752808988,0.0,0.0,14.224719101123595,0.0,0.0,0.0,0.056179775280898875,4.584269662921348,0.0,1.101123595505618,91.82022471910112,0.0,20.775280898876403,38.662921348314605
50,0.0,0.0,0.0,0.45454545454545453,0.8787878787878788,0.0,0.0,0.15151515151515152,0.0,0.0,1.2727272727272727,0.0,0.0,0.0,0.0,8.303030303030303,0.0,0.40404040404040403,12.11111111111111,0.0,23.78787878787879,43.15151515151515
51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.8333333333333334,2.9166666666666665,0.0,0.0,0.0,0.0,15.166666666666666,26.583333333333332
52,3.9649122807017543,0.0,0.0,0.0,0.0,0.0,0.0,0.2543859649122807,0.15789473684210525,0.21052631578947367,0.0,0.0,0.0,0.0,0.0,18.140350877192983,0.0,2.1140350877192984,0.6228070175438597,0.0,23.30701754385965,39.37719298245614
53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.382978723404257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.340425531914894,0.0,0.19148936170212766,2.851063829787234,0.0,13.617021276595745,25.29787234042553
54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.54,0.0,0.0,0.0,0.0,20.34,34.36
55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3793103448275862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.448275862068966,0.0,2.689655172413793,0.0,0.0,29.413793103448278,46.86206896551724
56,0.0,0.0,0.0,4.111111111111111,5.222222222222222,0.0,0.0,4.444444444444445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.22222222222222,0.0,5.111111111111111,8.666666666666666,0.0,5.777777777777778,15.666666666666666
57,1.528301886792453,0.0,0.0,11.641509433962264,38.471698113207545,0.0,0.018867924528301886,0.2641509433962264,0.0,0.0,88.26415094339623,0.0,0.0,0.0,0.0,20.754716981132077,0.0,0.0,218.54716981132074,0.0,4.264150943396227,9.981132075471699
58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.5,0.0,0.0,0.0,0.0,10.166666666666666,14.833333333333334
59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.842105263157896,0.0,0.0,0.0,0.0,0.0,0.0,0.3684210526315789,7.2368421052631575,0.0,0.3684210526315789,0.0,0.0,11.210526315789474,21.763157894736842
60,1.7647058823529411,0.0,0.0,0.0,0.0,0.0,0.0,2.6470588235294117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.176470588235294,0.0,1.0,0.0,0.0,10.823529411764707,17.470588235294116
61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8214285714285716,0.0,0.4642857142857143,0.07142857142857142,0.0,8.107142857142858,11.75
