Object,CD66b,CD20,CD28,CD16,CD163,CD11b,CD45,CD4,CD31,CD279,CD68,Foxp3,CK7,Ki67,CD8,Collagen,CD3,CD138,HLADR,GranzymeB,Ir191,Ir193
1,1.9230769230769231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.615384615384615,4.615384615384615
2,1.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1875,0.0,0.0,0.0,5.4375,7.875
3,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,7.0,9.0
4,4.0,0.0,0.0,0.0,0.0,0.0,2.4285714285714284,0.0,1.2857142857142858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.857142857142857,7.285714285714286
5,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5454545454545454,0.0,0.0,0.0,0.0,5.2272727272727275,9.954545454545455
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.416666666666664,0.0,0.0,0.0,0.0,0.25,0.0,0.0,5.166666666666667,0.0,5.5,10.75
7,1.5,0.0,0.0,0.0,18.3,0.0,0.0,0.0,0.0,0.0,203.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.7,0.0,8.5,12.4
8,2.3181818181818183,0.0,0.0,0.0,18.136363636363637,0.0,0.0,0.0,0.0,0.0,153.1818181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.863636363636363,0.0,5.954545454545454,11.590909090909092
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10526315789473684,0.0,0.0,375.5263157894737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.421052631578947,0.0,7.2105263157894735,9.578947368421053
10,2.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.625,21.0625
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.3125,25.0
12,1.7142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.214285714285714,7.5
13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4210526315789473,0.0,0.0,0.0,0.0,10.210526315789474,17.263157894736842
14,2.210526315789474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.421052631578948,7.526315789473684
15,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,0.0,0.0,0.0,0.0,5.5,8.2
16,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3333333333333335,3.3333333333333335
17,2.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.65,7.0
18,1.2580645161290323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.903225806451612,0.16129032258064516,0.0,0.8064516129032258,0.0,4.064516129032258,5.774193548387097
19,1.0833333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,3.3333333333333335,6.083333333333333
20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163.41666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8333333333333333,0.0,6.583333333333333,8.0
21,2.090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,1.3636363636363635,0.0,0.0,468.8181818181818,0.0,0.0,0.0,2.0,0.0,0.0,0.0,11.727272727272727,0.0,7.454545454545454,14.545454545454545
22,2.0816326530612246,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,377.42857142857144,0.0,0.0,0.0,1.5510204081632653,5.0,0.0,0.0,3.489795918367347,0.0,7.918367346938775,14.83673469387755
23,1.1785714285714286,0.0,0.0,0.0,4.035714285714286,0.0,0.0,0.0,0.0,0.0,119.17857142857143,0.0,0.0,0.0,0.0,1.8928571428571428,0.0,0.0,5.428571428571429,0.0,11.678571428571429,21.071428571428573
24,1.5789473684210527,0.0,0.0,0.0,20.526315789473685,0.0,0.0,0.0,0.0,0.0,29.263157894736842,0.0,0.0,0.0,0.0,4.578947368421052,0.0,0.0,4.7368421052631575,0.0,8.421052631578947,14.947368421052632
25,1.1696428571428572,0.0,0.0,0.0,0.0,0.0,0.0,0.6116071428571429,0.0,0.0,10.459821428571429,0.0,0.0,0.0,0.6071428571428571,0.0,0.4330357142857143,0.0,0.0,0.0,9.236607142857142,16.044642857142858
26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0416666666666665,0.0,0.0,202.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,5.083333333333333,13.208333333333334
27,2.8095238095238093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.714285714285714,0.0,0.0,0.9523809523809523,0.0,5.333333333333333,9.952380952380953
28,0.8064516129032258,0.0,0.0,0.6451612903225806,0.2903225806451613,0.0,0.0,0.03225806451612903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5161290322580645,0.0,0.0,0.1935483870967742,0.0,5.741935483870968,9.096774193548388
29,1.375,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5416666666666667,3.4583333333333335,0.0,0.0,0.0,19.416666666666668,35.333333333333336
30,1.2096774193548387,0.0,0.0,0.0,4.758064516129032,0.11290322580645161,0.0,0.0,0.03225806451612903,0.0,0.0,0.0,0.0,0.0,0.0,11.564516129032258,0.0,0.0,0.0,0.0,10.290322580645162,19.096774193548388
31,0.06896551724137931,0.0,0.0,0.0,9.137931034482758,0.0,0.0,0.0,0.0,0.0,56.48275862068966,0.0,0.0,0.0,0.0,0.4827586206896552,0.0,0.0,9.655172413793103,0.0,3.1724137931034484,7.758620689655173
32,2.4074074074074074,0.0,0.0,0.0,2.4444444444444446,0.0,0.0,1.5185185185185186,0.0,0.0,18.88888888888889,0.0,0.0,0.0,0.0,19.962962962962962,0.0,0.0,1.7777777777777777,0.0,3.6296296296296298,7.592592592592593
33,0.4576271186440678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.762711864406779,13.525423728813559
34,1.5454545454545454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.2272727272727275,0.13636363636363635,0.0,0.0,0.0,6.2727272727272725,13.818181818181818
35,0.9310344827586207,0.0,0.0,0.0,9.931034482758621,0.0,0.0,0.0,0.0,0.0,192.9655172413793,0.0,0.0,0.0,1.0689655172413792,1.3103448275862069,0.0,0.0,12.586206896551724,0.0,5.344827586206897,12.620689655172415
36,1.3505154639175259,0.0,0.0,0.0,4.072164948453608,0.41237113402061853,0.0,0.25773195876288657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.525773195876289,0.0,0.0,3.3608247422680413,0.0,10.494845360824742,18.484536082474225
37,0.9466666666666667,0.0,0.0,0.0,0.0,0.0,0.0,2.7066666666666666,0.6533333333333333,0.0,0.0,0.0,0.0,0.0,0.0,7.48,0.0,0.0,4.386666666666667,0.0,10.453333333333333,17.333333333333332
38,0.5178571428571429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20535714285714285,0.0,0.0,0.0,0.0,6.455357142857143,10.508928571428571
39,0.4576271186440678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.440677966101696,0.0,0.0,0.0,1.3898305084745763,0.2711864406779661,0.4406779661016949,0.0,0.0,0.0,13.813559322033898,23.47457627118644
40,1.2191780821917808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.863013698630137,0.0,0.0,0.0,0.0,0.589041095890411,0.1780821917808219,0.0,26.84931506849315,0.0,9.58904109589041,16.246575342465754
41,1.6363636363636365,0.0,0.0,0.0,13.696969696969697,0.0,0.0,0.0,0.0,0.0,179.15151515151516,0.0,0.0,0.0,0.6666666666666666,5.848484848484849,0.36363636363636365,0.0,9.575757575757576,0.0,6.515151515151516,11.06060606060606
42,1.2638888888888888,0.0,0.0,6.347222222222222,24.48611111111111,0.0,0.0,1.4861111111111112,0.0,0.0,21.180555555555557,0.0,0.0,0.0,0.0,3.638888888888889,0.0,0.0,6.444444444444445,0.0,9.73611111111111,18.40277777777778
43,2.763157894736842,0.0,0.0,0.0,0.0,0.0,0.0,1.631578947368421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5,9.289473684210526
44,2.1666666666666665,0.0,0.0,0.0,0.0,0.0,0.0,1.2450980392156863,0.0,0.0,0.0,0.0,0.0,0.0,0.39215686274509803,1.803921568627451,0.049019607843137254,0.0,0.0,0.0,8.27450980392157,14.813725490196079
45,1.515625,0.0,0.0,0.0,0.0,0.0,0.0,1.125,0.046875,0.0,0.0,0.0,0.0,0.0,0.0,2.796875,0.109375,0.0,0.0,0.0,5.984375,9.53125
46,1.0522875816993464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.196078431372549,0.0915032679738562,0.0,0.0,0.0,11.470588235294118,18.947712418300654
47,1.4509803921568627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.705882352941176,0.0,0.0,0.0,1.0784313725490196,0.7058823529411765,0.3137254901960784,0.0,0.0,0.0,9.647058823529411,16.19607843137255
48,1.2267206477732793,0.0,0.0,0.0,0.0,0.0,0.02834008097165992,0.0,0.0,0.0,14.777327935222672,0.0,0.0,0.0,0.43724696356275305,1.51417004048583,0.46153846153846156,0.0,0.0,0.0,9.392712550607287,15.748987854251013
49,1.4833333333333334,0.0,0.0,0.0,0.0,0.0,0.0,1.9,0.0,0.0,262.5,0.7,0.0,0.0,2.7333333333333334,4.383333333333334,0.3333333333333333,0.0,18.266666666666666,0.0,12.066666666666666,21.166666666666668
50,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.38235294117647,0.0,0.0,0.0,0.0,1.6323529411764706,0.0,0.0,7.4411764705882355,0.0,13.617647058823529,25.397058823529413
51,0.17647058823529413,0.0,0.0,0.0,6.338235294117647,0.0,0.0,0.0,0.0,0.0,38.51470588235294,0.0,0.0,0.0,2.514705882352941,0.08823529411764706,1.6323529411764706,0.0,3.338235294117647,0.0,18.058823529411764,33.14705882352941
52,2.0579710144927534,0.0,0.0,0.0,13.333333333333334,0.0,0.0,0.0,0.0,0.0,133.56521739130434,0.0,0.0,0.0,0.0,5.826086956521739,0.0,0.0,21.73913043478261,0.0,10.898550724637682,21.246376811594203
53,2.388888888888889,0.0,0.0,0.0,0.0,0.0,0.0,0.7222222222222222,0.0,0.0,19.122222222222224,0.0,0.0,0.0,0.7888888888888889,0.0,0.3,0.0,0.0,0.0,22.655555555555555,40.34444444444444
54,1.435897435897436,0.0,0.0,0.3076923076923077,0.0,0.0,0.0,0.6153846153846154,0.0,0.0,0.0,0.0,0.0,0.0,0.717948717948718,1.641025641025641,0.7435897435897436,0.0,0.0,0.0,7.769230769230769,14.205128205128204
55,1.0277777777777777,0.0,0.0,0.0,6.611111111111111,0.0,0.0,0.0,0.0,0.0,108.72222222222223,0.0,0.0,0.0,0.6111111111111112,6.944444444444445,0.0,0.0,4.25,0.0,10.833333333333334,18.47222222222222
56,1.4608695652173913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0869565217391304,0.0,0.0,0.0,0.0,13.460869565217392,0.1565217391304348,0.0,0.6086956521739131,0.0,8.869565217391305,14.269565217391305
57,1.5483870967741935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.064516129032258,0.0,0.0,0.0,0.06451612903225806,0.0,0.0,0.0,0.5483870967741935,0.0,6.064516129032258,10.290322580645162
58,1.3846153846153846,0.0,0.0,0.0,0.0,0.0,0.0,1.4102564102564104,0.0,0.0,287.4102564102564,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,3.923076923076923,0.0,4.17948717948718,9.487179487179487
59,1.75,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.958333333333333,0.0,0.0,0.0,0.0,4.291666666666667,7.125
60,4.23121387283237,0.07514450867052024,0.2023121387283237,0.0,0.0,0.0,0.16184971098265896,0.4508670520231214,0.0,0.21965317919075145,0.0,0.23121387283236994,0.1676300578034682,0.0,0.4508670520231214,1.369942196531792,0.12716763005780346,0.0,0.0,0.0,11.0,19.196531791907514
61,1.22,0.0,0.0,0.0,4.6,0.04,0.01,0.0,0.0,0.0,72.82,0.0,0.0,0.0,0.81,3.6,0.09,0.0,8.08,0.0,9.05,18.94
62,2.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.125,0.0,0.0,0.0,0.0,7.833333333333333,12.416666666666666
63,1.3728813559322033,0.0,0.0,0.7796610169491526,0.0,0.0,0.0,0.0,0.0,0.8983050847457628,0.0,0.0,0.0,0.0,5.135593220338983,7.3559322033898304,1.3559322033898304,0.0,0.0,0.0,9.711864406779661,15.440677966101696
64,0.7589285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017857142857142856,0.0,0.0,0.0,0.0,0.125,2.9017857142857144,0.044642857142857144,0.0,0.0,0.0,10.0,16.214285714285715
65,1.794871794871795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.897435897435898,0.0,0.0,0.0,0.0,2.358974358974359,0.0,0.0,4.17948717948718,0.0,4.512820512820513,7.076923076923077
66,1.6,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.666666666666664,0.3,0.0,0.7,0.0,5.3,8.266666666666667
67,0.06779661016949153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4915254237288136,0.0,0.0,0.0,0.0,11.415254237288135,20.28813559322034
68,0.9562043795620438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.6204379562043796,0.0,0.0,0.0,0.0,9.89051094890511,17.029197080291972
69,1.2395833333333333,0.0,0.0,0.22916666666666666,12.125,0.0,0.0,0.0,0.0,0.0,116.125,0.0,0.0,0.0,0.0,5.09375,0.0,0.0,18.229166666666668,0.0,6.1875,10.75
70,1.4666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,3.066666666666667,5.333333333333333
71,1.6071428571428572,0.0,0.0,0.0,0.0,0.0,0.0,0.7321428571428571,0.0,0.0,248.125,0.0,0.0,0.0,0.9464285714285714,1.0178571428571428,0.0,0.0,7.267857142857143,0.0,5.535714285714286,11.642857142857142
72,2.107142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.464285714285715,0.0,0.0,3.4642857142857144,0.0,4.964285714285714,6.0
73,0.9183673469387755,0.0,0.0,0.0,1.8979591836734695,0.0,0.0,0.0,0.0,0.0,73.14285714285714,0.0,0.0,0.0,0.0,8.795918367346939,0.0,0.0,14.428571428571429,0.0,9.673469387755102,17.755102040816325
74,1.9487179487179487,0.0,0.0,0.0,1.0,0.9230769230769231,0.0,0.0,0.0,0.0,69.76923076923077,0.0,0.0,0.0,0.15384615384615385,13.512820512820513,0.0,0.0,11.282051282051283,0.0,6.0,10.128205128205128
75,1.6153846153846154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.7692307692307693,0.0,5.384615384615385,9.153846153846153
76,1.186046511627907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06976744186046512,0.0,0.0,0.0,0.0,0.0,0.0,6.372093023255814,0.18604651162790697,0.0,0.0,0.0,5.372093023255814,10.255813953488373
77,1.2254901960784315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.509803921568627,13.627450980392156
78,1.2666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38333333333333336,0.26666666666666666,0.0,0.0,0.0,6.7,10.516666666666667
79,1.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.142857142857142,0.0,0.0,0.0,0.0,4.714285714285714,5.642857142857143
80,0.9484536082474226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.56701030927835,0.0,0.0,0.0,0.0,7.608247422680412,0.0,0.0,0.5360824742268041,0.0,9.45360824742268,16.824742268041238
81,1.5405405405405406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.945945945945946,0.1891891891891892,0.0,0.0,0.0,4.783783783783784,8.675675675675675
82,0.84,0.0,0.0,0.0,4.76,0.0,0.0,1.08,0.0,0.0,260.48,0.0,0.0,0.0,0.04,0.0,0.0,0.0,12.36,0.0,5.52,11.0
83,0.2169811320754717,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1509433962264151,0.0,0.0,0.0,0.0,12.179245283018869,20.57547169811321
84,1.2173913043478262,0.0,0.0,0.0,0.2608695652173913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.608695652173914,0.0,0.0,0.0,0.0,3.608695652173913,5.565217391304348
85,1.2571428571428571,0.0,0.0,0.0,9.485714285714286,0.0,0.0,0.6285714285714286,0.0,0.0,198.88571428571427,0.0,0.0,0.0,0.6,2.857142857142857,0.0,0.0,24.0,0.0,6.2,9.542857142857143
86,0.9897959183673469,0.0,0.0,0.0,0.0,0.0,0.0,0.5204081632653061,0.0,0.0,16.979591836734695,0.0,0.0,0.0,0.9693877551020408,2.0408163265306123,0.0,0.0,4.255102040816326,0.0,6.387755102040816,11.13265306122449
87,1.3162393162393162,0.0,0.0,0.0,0.0,0.0,0.0,2.111111111111111,0.0,0.0,289.017094017094,0.23076923076923078,0.0,0.0,2.264957264957265,0.7863247863247863,0.39316239316239315,0.0,16.632478632478634,0.0,6.256410256410256,14.384615384615385
88,0.9107142857142857,0.0,0.0,0.0,0.0,0.0,0.0,2.357142857142857,0.0,0.0,247.67857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.017857142857142,0.0,3.267857142857143,8.642857142857142
89,2.519230769230769,0.0,0.0,0.0,0.0,0.0,0.28846153846153844,0.038461538461538464,0.17307692307692307,0.0,0.0,0.0,0.0,0.0,0.0,11.634615384615385,0.21153846153846154,0.0,0.0,0.0,7.230769230769231,11.846153846153847
90,2.08,0.0,0.0,1.92,0.44,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.2,0.0,0.0,6.96,0.0,2.96,3.2
91,0.6166666666666667,0.0,0.0,0.36666666666666664,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5,0.23333333333333334,0.0,1.0,0.0,9.383333333333333,17.383333333333333
92,1.6304347826086956,0.0,0.0,0.44565217391304346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.021739130434783,0.29347826086956524,0.0,1.3043478260869565,0.0,7.478260869565218,13.619565217391305
93,1.2622950819672132,0.0,0.0,1.0491803278688525,3.442622950819672,0.0,0.9508196721311475,0.45901639344262296,0.0,0.0,7.836065573770492,0.0,0.0,0.0,0.11475409836065574,0.6885245901639344,3.19672131147541,0.0,1.0491803278688525,0.0,16.327868852459016,27.81967213114754
94,1.4259259259259258,0.0,0.0,0.0,0.0,0.2222222222222222,0.35185185185185186,0.0,0.0,0.0,5.12962962962963,0.0,0.0,0.0,0.7592592592592593,2.037037037037037,0.48148148148148145,0.0,6.777777777777778,0.0,7.2592592592592595,12.055555555555555
95,0.0,0.0,0.0,0.0,1.8181818181818181,0.0,0.0,0.0,0.0,0.0,100.12121212121212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4242424242424243,0.0,4.96969696969697,12.93939393939394
96,1.4146341463414633,0.0,0.0,0.0,0.0,0.0,0.0,1.3902439024390243,0.0,0.0,246.58536585365854,0.0,0.0,0.0,0.7073170731707317,0.0,0.0,0.0,6.951219512195122,0.0,4.414634146341464,9.195121951219512
