from_label,to_label,sum_sigval
Naive CD4+ T-cells,PD1+ CD8+ T-cells,0
Naive CD4+ T-cells,PD1+CD28+ CD8+ T-cells,0.071428571
Naive CD4+ T-cells,Plasma cells,0
Naive CD4+ T-cells,Proliferating CD4+ T-cells,0
Naive CD4+ T-cells,Proliferating CD8+ T-cells,0
Naive CD4+ T-cells,Proliferating M1 macrophages,0
Naive CD4+ T-cells,Proliferating M2 macrophages,0
Naive CD4+ T-cells,Resident memory CD4+ T-cells,0
Neutrophils,Neutrophils,0.857142857
Neutrophils,Non-classical monocytes,0.214285714
Neutrophils,PD1+ B cells,0
Neutrophils,PD1+ CD4+ T-cells,0
Neutrophils,PD1+ CD8+ T-cells,0
Neutrophils,PD1+CD28+ CD8+ T-cells,0
Neutrophils,Plasma cells,0
Neutrophils,Proliferating CD4+ T-cells,0
Neutrophils,Proliferating CD8+ T-cells,0
Neutrophils,Proliferating M1 macrophages,0
Neutrophils,Proliferating M2 macrophages,0
Neutrophils,Resident memory CD4+ T-cells,0
Non-classical monocytes,Non-classical monocytes,0.142857143
Non-classical monocytes,PD1+ B cells,0
Non-classical monocytes,PD1+ CD4+ T-cells,0
Non-classical monocytes,PD1+ CD8+ T-cells,0
Non-classical monocytes,PD1+CD28+ CD8+ T-cells,0
Non-classical monocytes,Plasma cells,0
Non-classical monocytes,Proliferating CD4+ T-cells,0
Non-classical monocytes,Proliferating CD8+ T-cells,0
Non-classical monocytes,Proliferating M1 macrophages,0
Non-classical monocytes,Proliferating M2 macrophages,0
Non-classical monocytes,Resident memory CD4+ T-cells,0
PD1+ B cells,PD1+ B cells,0.071428571
PD1+ B cells,PD1+ CD4+ T-cells,0.071428571
PD1+ B cells,PD1+ CD8+ T-cells,0
PD1+ B cells,PD1+CD28+ CD8+ T-cells,0.071428571
PD1+ B cells,Plasma cells,0
PD1+ B cells,Proliferating CD4+ T-cells,0
PD1+ B cells,Proliferating CD8+ T-cells,0
PD1+ B cells,Proliferating M1 macrophages,0
PD1+ B cells,Proliferating M2 macrophages,0
PD1+ B cells,Resident memory CD4+ T-cells,0
PD1+ CD4+ T-cells,PD1+ CD4+ T-cells,0
PD1+ CD4+ T-cells,PD1+ CD8+ T-cells,0
PD1+ CD4+ T-cells,PD1+CD28+ CD8+ T-cells,0
PD1+ CD4+ T-cells,Plasma cells,0
PD1+ CD4+ T-cells,Proliferating CD4+ T-cells,0
PD1+ CD4+ T-cells,Proliferating CD8+ T-cells,0
PD1+ CD4+ T-cells,Proliferating M1 macrophages,0
PD1+ CD4+ T-cells,Proliferating M2 macrophages,0
PD1+ CD4+ T-cells,Resident memory CD4+ T-cells,0
PD1+ CD8+ T-cells,PD1+ CD8+ T-cells,0.142857143
PD1+ CD8+ T-cells,PD1+CD28+ CD8+ T-cells,0
PD1+ CD8+ T-cells,Plasma cells,0
PD1+ CD8+ T-cells,Proliferating CD4+ T-cells,0
PD1+ CD8+ T-cells,Proliferating CD8+ T-cells,0
PD1+ CD8+ T-cells,Proliferating M1 macrophages,0
PD1+ CD8+ T-cells,Proliferating M2 macrophages,0
PD1+ CD8+ T-cells,Resident memory CD4+ T-cells,0
PD1+CD28+ CD8+ T-cells,PD1+CD28+ CD8+ T-cells,0.214285714
PD1+CD28+ CD8+ T-cells,Plasma cells,0
PD1+CD28+ CD8+ T-cells,Proliferating CD4+ T-cells,0
PD1+CD28+ CD8+ T-cells,Proliferating CD8+ T-cells,0
PD1+CD28+ CD8+ T-cells,Proliferating M1 macrophages,0
PD1+CD28+ CD8+ T-cells,Proliferating M2 macrophages,0
PD1+CD28+ CD8+ T-cells,Resident memory CD4+ T-cells,-0.071428571
Plasma cells,Plasma cells,0.142857143
Plasma cells,Proliferating CD4+ T-cells,0
Plasma cells,Proliferating CD8+ T-cells,0
Plasma cells,Proliferating M1 macrophages,0
Plasma cells,Proliferating M2 macrophages,0
Plasma cells,Resident memory CD4+ T-cells,0.071428571
Proliferating B cells,Proliferating CD4+ T-cells,0
Proliferating CD4+ T-cells,Proliferating CD4+ T-cells,0
Proliferating CD4+ T-cells,Proliferating CD8+ T-cells,0
Proliferating CD4+ T-cells,Proliferating M1 macrophages,0
Proliferating CD4+ T-cells,Proliferating M2 macrophages,0
Proliferating CD4+ T-cells,Resident memory CD4+ T-cells,0
Proliferating CD8+ T-cells,Proliferating CD8+ T-cells,0
Proliferating CD8+ T-cells,Proliferating M1 macrophages,0
Proliferating CD8+ T-cells,Proliferating M2 macrophages,0
Proliferating CD8+ T-cells,Resident memory CD4+ T-cells,0
Proliferating M1 macrophages,Proliferating M1 macrophages,0
Proliferating M1 macrophages,Proliferating M2 macrophages,0
Proliferating M1 macrophages,Resident memory CD4+ T-cells,0
Proliferating M2 macrophages,Proliferating M2 macrophages,0
Proliferating M2 macrophages,Resident memory CD4+ T-cells,0
Resident memory CD4+ T-cells,Resident memory CD4+ T-cells,0.642857143
