Object,area,centroid-0,centroid-1,axis_major_length,axis_minor_length,eccentricity
1,22,1.5,277.5,6.559966576803562,4.162988695019062,0.7728365157495385
2,35,1.8857142857142857,350.14285714285717,8.537043110640171,5.254707998696122,0.7881224346539505
3,80,2.6875,249.3375,14.270846125731465,7.2772213691556225,0.8602122114351719
4,41,2.951219512195122,258.4146341463415,8.001853073664167,6.779529409297127,0.5312024441113323
5,76,3.4078947368421053,405.05263157894734,11.039204412616533,9.550867417650739,0.5014663480516176
6,90,3.8444444444444446,288.9888888888889,12.39298162453208,9.303666158288054,0.6606198864446864
7,78,4.051282051282051,330.56410256410254,10.495408174480762,9.650036209026696,0.3931995511215598
8,139,4.057553956834532,384.2014388489209,19.09626900737259,10.08653471625889,0.8491237236898027
9,13,4.153846153846154,281.84615384615387,4.954153986358143,3.409111138233029,0.725585666670824
10,100,4.9,339.5,13.45668817764026,9.651815543707665,0.6968154729941098
11,84,6.785714285714286,367.01190476190476,11.042478747677103,9.768415416590884,0.46630954628081334
12,133,7.887218045112782,264.57894736842104,16.52510252704208,10.392362860105646,0.7774996168284285
13,22,8.0,408.72727272727275,7.072387332781452,3.9623661718189633,0.8283177206193121
14,90,7.833333333333333,396.81111111111113,12.233238159683612,9.637848880431823,0.6158784482793169
15,8,9.875,296.125,3.4641016151377544,2.7386127875258306,0.6123724356957945
16,134,10.335820895522389,246.05223880597015,16.17897326282724,10.674501857191892,0.7514621325921235
17,56,10.482142857142858,354.39285714285717,9.397387381948867,7.676516548015486,0.5768108538342582
18,136,10.507352941176471,321.36764705882354,13.872515640844425,12.498533689861505,0.43390933779090785
19,20,13.95,408.65,6.152871912249119,4.212145205409694,0.7289358816449958
20,44,14.272727272727273,302.9318181818182,8.328386489905647,6.789756136424375,0.5791025749495667
21,80,13.6625,333.1,11.751461096189724,8.70176201149741,0.6720746358657368
22,36,14.333333333333334,396.6666666666667,9.031361498469606,5.1844916750251695,0.818817250452872
23,19,16.05263157894737,340.2105263157895,5.313811782373573,4.549082573876348,0.5168325555913931
24,22,15.818181818181818,350.72727272727275,5.68491835621526,4.913706666104739,0.5029065981676721
25,139,17.028776978417266,270.7769784172662,15.173105574369565,11.937042315059438,0.6173052422319859
26,76,17.289473684210527,296.0263157894737,10.599234582344963,9.19892467563955,0.49676384888047553
27,46,17.304347826086957,214.2608695652174,8.723799764947529,6.822156586933502,0.6232575499414047
28,106,15.40566037735849,223.75471698113208,12.297659958212776,11.133931325668454,0.42462374021302074
29,43,18.25581395348837,287.16279069767444,10.43288917997034,5.507714653862949,0.8492950684490151
30,85,18.611764705882354,366.2,11.356779020654947,9.531134885926646,0.5437514425235862
31,40,21.575,334.025,7.447819374879868,6.93036698589361,0.36623354162455773
32,66,22.53030303030303,305.54545454545456,11.73947818185159,7.4070354741647355,0.7758226847645194
33,111,23.603603603603602,399.36036036036035,12.843741490115875,11.145054294283193,0.49701486090300373
34,125,25.784,288.264,13.323633276482306,12.519870778638788,0.34207150469930847
35,100,25.05,341.83,13.179997003199196,9.969216568801196,0.6541210320035034
36,49,27.183673469387756,390.83673469387753,8.891908204075142,7.360148508441333,0.5611184036186878
37,63,22.825396825396826,408.06349206349205,14.673496156021521,5.544312851117665,0.925868707013351
38,88,28.78409090909091,278.17045454545456,14.06045544080095,8.290308355662152,0.8076816906175648
39,75,27.84,296.82666666666665,14.462245410028899,6.667819227877553,0.887374123419814
40,15,28.933333333333334,301.73333333333335,4.755347866700537,4.216370213557839,0.46242456464532844
41,70,30.3,335.7,13.165784869062563,7.544863545778709,0.8195092254589881
42,25,29.04,383.56,6.935178953741262,4.662627250765846,0.7402648668077934
43,36,31.444444444444443,397.8611111111111,10.84067029245905,4.843054434153217,0.8946595304253226
44,19,32.473684210526315,370.57894736842104,6.141685364221516,3.9550703879114244,0.7650494731792941
