Object,area,centroid-0,centroid-1,axis_major_length,axis_minor_length,eccentricity
276,98,46.05102040816327,677.1734693877551,12.509789583682796,10.271935623254409,0.5707674138436285
277,132,46.14393939393939,798.9166666666666,16.095312730584208,11.22287154261716,0.716802974047059
278,85,46.4,850.8470588235294,13.664679340192105,8.016962906180222,0.8098099037807698
279,44,46.59090909090909,958.6363636363636,8.884137320588104,6.317838180544451,0.7030535258976923
280,298,39.01677852348993,415.60738255033556,30.08236400290983,13.96700184726961,0.8856821726591059
281,59,46.220338983050844,686.0,10.687840143091412,7.23293292480987,0.7362183114159699
282,64,47.46875,781.234375,10.182804474994748,7.979095297966238,0.6212842909519642
283,87,44.367816091954026,614.4137931034483,12.110805523337458,9.529689376585845,0.6171124920813352
284,106,43.367924528301884,816.8301886792453,15.440356724440433,9.982352428867856,0.7629051054721019
285,103,47.50485436893204,557.8932038834952,12.244176075275739,10.95419444824283,0.4467771325471717
286,103,48.79611650485437,585.5339805825242,15.027990238657514,9.213762237092189,0.7900000724714176
287,191,46.82722513089005,740.7643979057592,18.490495738687127,13.662449153536416,0.6738256657764339
288,29,48.206896551724135,951.1034482758621,7.233730553229333,5.1785150980729675,0.6982187895592054
289,136,48.0514705882353,656.7058823529412,15.498770261011966,12.141683299178393,0.6215221882935892
290,54,48.833333333333336,547.8148148148148,10.498283418502652,6.614821761643891,0.7765253311499939
291,102,48.76470588235294,567.9901960784314,12.292143723004445,10.657601940640488,0.49826378439184815
292,127,49.2992125984252,643.4488188976378,15.109443282809538,10.916741392219551,0.6913592581074188
293,102,50.44117647058823,451.7352941176471,13.34372079124505,10.281528161107548,0.6374226686392735
294,38,49.31578947368421,477.0,9.218684270172739,5.3655114865654046,0.813170365906793
295,34,49.1764705882353,726.5,7.804681829994203,5.573083515582615,0.700075043769192
296,111,49.1981981981982,990.3783783783783,13.318394764330876,10.892936807331012,0.5753794273854744
297,38,50.21052631578947,707.9473684210526,7.518110965192023,6.487909213592075,0.5052540278228992
298,23,49.91304347826087,872.2173913043479,5.733826014124253,5.0375140067593245,0.4776307722564946
299,78,50.64102564102564,427.05128205128204,10.49502439190118,9.508798591468322,0.42321517250593255
300,84,50.80952380952381,979.8095238095239,10.99839161218471,9.76719989231347,0.45973314622411915
301,87,51.0919540229885,506.97701149425285,12.691796156098269,8.906530764003243,0.7124184104726061
302,45,50.82222222222222,619.3111111111111,9.58495454271133,6.076081786064732,0.773399702572722
303,155,50.25806451612903,697.7612903225806,15.265658128835774,13.464474948530603,0.4712292369686715
304,69,51.289855072463766,967.2028985507246,11.127165788017646,7.991520530384276,0.6958376556094062
305,129,52.263565891472865,392.26356589147287,14.853713319350586,11.188175233064264,0.6577639515715398
306,170,55.741176470588236,437.5470588235294,17.863563451875415,12.454999431369837,0.7168481953679772
307,38,51.94736842105263,539.3157894736842,11.062665155275436,4.74382401181289,0.9033928735393079
308,148,51.398648648648646,668.5472972972973,17.456319511601816,11.18618867491899,0.7676992956052308
309,21,52.142857142857146,760.4761904761905,6.088776041622918,4.377514589279839,0.6950636535037217
310,64,51.3125,808.703125,12.59414881096358,6.720473158737013,0.8457251896133049
311,40,51.825,879.2,8.26139411281794,6.182181436410376,0.663335858589002
312,51,52.92156862745098,531.1372549019608,8.33997810791046,8.15570396605182,0.20905108548750326
313,29,51.793103448275865,575.3448275862069,7.103860430142053,5.243996106958814,0.6745932620723574
314,99,53.09090909090909,941.3636363636364,12.03367059542939,10.568363774202481,0.4782334307259398
315,32,52.84375,403.84375,7.83933654152603,5.455598279629348,0.7181134830491681
316,79,52.607594936708864,497.17721518987344,16.926586626689158,6.996774514054948,0.9105676679243959
317,93,52.67741935483871,629.2688172043011,13.261942291980757,9.128047799455345,0.7254366801507707
318,123,53.19512195121951,769.219512195122,14.130403644393395,11.206502947552272,0.6091209497438638
319,29,53.58620689655172,779.0,7.548031141427836,4.914234338548699,0.7590247703970476
320,19,53.578947368421055,868.1052631578947,5.544698233777089,4.2956952169149805,0.6322808964466017
321,45,53.977777777777774,550.0222222222222,10.486942352020684,5.614209538961846,0.8446288119978449
322,10,54.1,648.1,5.030614257045722,2.5244643385891408,0.8649719012272327
323,53,53.660377358490564,835.4716981132076,10.908837746861485,6.521899482588995,0.8016045193657673
324,25,54.32,560.04,7.979682158694504,4.1497798310528005,0.8541399298637243
325,10,54.5,786.0,4.381780460041329,2.6832815729997477,0.7905694150420949
326,105,54.904761904761905,901.8190476190476,12.964741046721441,10.354147449696201,0.6018104301970587
327,123,55.67479674796748,483.9349593495935,15.962062764043306,10.006781704654362,0.7790914349927648
328,179,55.726256983240226,730.072625698324,19.14331439400232,12.326285294031766,0.765113828324989
329,37,54.432432432432435,948.2162162162163,9.477801980038853,5.245225880347199,0.832900885580984
330,116,54.78448275862069,956.8189655172414,13.25821967826082,11.181280688532421,0.5373692616891435
331,54,55.74074074074074,518.7222222222222,8.86182466043313,7.853443097701582,0.46328257337161943
332,34,56.088235294117645,570.8529411764706,6.771853920347735,6.418786334727367,0.31867961279040025
333,84,55.333333333333336,714.75,12.374846653115917,8.711768841263627,0.7102098406701098
334,137,54.277372262773724,857.1021897810219,15.033913420758887,12.23013074382398,0.5815609904537908
335,107,55.71028037383178,915.2710280373832,14.332354213808381,9.793660778191754,0.7301140207758399
336,32,55.625,1011.375,7.211102550927978,5.612486080160912,0.627877989127481
337,107,56.018691588785046,411.4859813084112,13.27195388774602,10.32353997313312,0.6284545831965533
338,60,56.36666666666667,421.23333333333335,10.381291567823519,7.5281624469906845,0.6885738057954736
339,101,55.94059405940594,463.1089108910891,12.537776821069713,10.249534210020792,0.5759397314052066
340,140,56.17142857142857,685.5214285714286,14.155090705093428,12.65639867966954,0.44782054223540396
341,118,55.932203389830505,794.228813559322,13.423362576352696,11.310130586860383,0.5385859199740581
342,5,56.4,891.2,3.098386676965933,1.7888543819998317,0.816496580927726
343,60,57.2,619.75,9.427824138517142,8.157376948496385,0.50134940641685
344,66,57.5,848.3787878787879,10.349773482864514,8.152624891304425,0.6160456330823311
345,120,58.00833333333333,817.5416666666666,13.738547203738953,11.391082704250769,0.5590514170902278
346,25,56.92,863.44,7.679003395818987,4.068526372902166,0.8481071219732257
347,124,59.11290322580645,579.508064516129,13.672995282041118,12.226584417183629,0.4476396339539683
